"transaction_id","user_id","transaction_date"
159862,20,2018-06-08
160057,20,2018-06-09
160146,20,2018-06-11
160788,20,2018-06-13
161033,20,2018-06-14
161222,20,2018-06-15
161538,20,2018-06-19
162020,20,2018-06-21
162277,20,2018-06-21
162473,20,2018-06-23
162478,20,2018-06-25
162689,20,2018-06-26
163000,20,2018-06-27
163232,20,2018-06-28
163489,20,2018-06-28
163633,20,2018-06-29
163787,20,2018-07-02
163788,20,2018-06-30
164166,20,2018-07-04
164324,20,2018-07-04
164876,20,2018-07-10
165338,20,2018-07-12
165383,20,2018-07-12
165846,20,2018-07-16
165934,20,2018-07-17
166157,20,2018-07-17
166157,20,2018-07-17
166662,20,2018-07-19
166909,20,2018-07-22
167272,20,2018-07-24
167725,20,2018-07-25
167903,20,2018-07-26
167903,20,2018-07-26
167905,20,2018-07-26
167905,20,2018-07-26
168412,20,2018-07-28
168412,20,2018-07-28
168525,20,2018-07-30
168525,20,2018-07-30
168624,20,2018-07-30
168624,20,2018-07-30
168642,20,2018-07-30
168712,20,2018-07-30
168712,20,2018-07-30
168749,20,2018-07-30
168749,20,2018-07-30
168750,20,2018-07-30
168750,20,2018-07-30
198803,21,2019-01-25
198803,21,2019-01-25
199135,21,2019-01-28
199135,21,2019-01-28
145375,22,2018-03-02
145578,22,2018-03-02
145717,22,2018-03-06
145777,22,2018-03-06
146113,22,2018-03-09
147286,22,2018-03-16
147617,22,2018-03-19
148694,22,2018-03-26
149316,22,2018-03-28
149372,22,2018-03-29
150468,22,2018-04-06
151257,22,2018-04-11
151541,22,2018-04-13
151854,22,2018-04-16
152036,22,2018-04-17
152222,22,2018-04-17
152557,22,2018-04-19
152806,22,2018-04-20
152807,22,2018-04-20
153023,22,2018-04-22
153365,22,2018-04-24
153413,22,2018-04-25
153495,22,2018-04-24
153498,22,2018-04-25
153929,22,2018-04-27
154359,22,2018-04-30
155173,22,2018-05-06
156796,22,2018-05-17
157230,22,2018-05-18
157503,22,2018-05-21
157724,22,2018-05-22
158098,22,2018-05-25
158571,22,2018-06-01
158892,22,2018-06-04
159596,22,2018-06-07
160005,22,2018-06-11
160046,22,2018-06-09
160161,22,2018-06-13
160784,22,2018-06-13
160787,22,2018-06-13
161208,22,2018-06-15
161456,22,2018-06-19
162107,22,2018-06-23
162107,22,2018-06-23
162232,22,2018-06-21
162465,22,2018-06-23
162931,22,2018-06-27
163234,22,2018-06-27
163570,22,2018-06-29
163570,22,2018-06-29
163614,22,2018-06-29
163614,22,2018-06-29
163778,22,2018-06-30
163778,22,2018-06-30
163893,22,2018-07-02
163893,22,2018-07-02
163944,22,2018-07-02
164885,22,2018-07-10
164892,22,2018-07-10
165264,22,2018-07-11
165737,22,2018-07-13
165738,22,2018-07-13
165843,22,2018-07-16
165935,22,2018-07-17
167778,22,2018-07-26
168410,22,2018-07-28
169355,22,2018-08-02
169355,22,2018-08-02
169371,22,2018-08-02
169371,22,2018-08-02
169800,22,2018-08-06
170003,22,2018-08-07
170003,22,2018-08-07
170229,22,2018-08-08
170229,22,2018-08-08
170660,22,2018-08-10
170660,22,2018-08-10
171380,22,2018-08-15
171380,22,2018-08-15
171726,22,2018-08-16
172037,22,2018-08-20
172037,22,2018-08-20
172417,22,2018-08-21
172727,22,2018-08-22
172866,22,2018-08-24
173428,22,2018-08-27
173991,22,2018-08-29
174100,22,2018-08-30
174100,22,2018-08-30
174374,22,2018-08-31
174458,22,2018-08-31
174458,22,2018-08-31
174676,22,2018-09-03
175018,22,2018-09-04
175211,22,2018-09-05
175485,22,2018-09-06
175675,22,2018-09-10
175675,22,2018-09-10
175947,22,2018-09-11
176092,22,2018-09-12
176092,22,2018-09-12
176182,22,2018-09-12
176273,22,2018-09-14
176273,22,2018-09-14
178487,22,2018-09-26
178726,22,2018-09-27
178726,22,2018-09-27
178974,22,2018-09-27
179193,22,2018-09-28
179195,22,2018-10-01
179332,22,2018-10-01
179332,22,2018-10-01
179503,22,2018-10-01
179694,22,2018-10-02
179893,22,2018-10-03
180032,22,2018-10-04
180383,22,2018-10-08
180383,22,2018-10-08
180472,22,2018-10-08
180495,22,2018-10-08
180495,22,2018-10-08
180837,22,2018-10-09
181004,22,2018-10-10
181023,22,2018-10-10
181391,22,2018-10-13
181392,22,2018-10-13
181647,22,2018-10-15
181865,22,2018-10-16
182121,22,2018-10-17
182121,22,2018-10-17
182149,22,2018-10-18
182149,22,2018-10-18
182324,22,2018-10-18
182324,22,2018-10-18
182601,22,2018-10-20
182601,22,2018-10-20
182742,22,2018-10-20
182787,22,2018-10-21
182787,22,2018-10-21
182787,22,2018-10-21
182801,22,2018-10-22
182801,22,2018-10-22
182801,22,2018-10-22
182938,22,2018-10-22
183309,22,2018-10-23
183393,22,2018-10-24
183393,22,2018-10-24
183704,22,2018-10-25
183906,22,2018-10-26
183906,22,2018-10-26
183983,22,2018-10-26
183983,22,2018-10-26
184063,22,2018-10-27
184063,22,2018-10-27
184292,22,2018-10-29
184292,22,2018-10-29
184698,22,2018-10-30
184801,22,2018-11-01
184801,22,2018-11-01
185873,22,2018-11-07
185873,22,2018-11-07
186464,22,2018-11-09
187025,22,2018-11-13
187025,22,2018-11-13
187332,22,2018-11-14
187332,22,2018-11-14
188232,22,2018-11-20
188232,22,2018-11-20
188518,22,2018-11-21
188518,22,2018-11-21
189115,22,2018-11-25
189115,22,2018-11-25
189494,22,2018-11-27
189494,22,2018-11-27
189777,22,2018-11-28
189777,22,2018-11-28
190101,22,2018-11-29
190101,22,2018-11-29
190365,22,2018-11-30
190365,22,2018-11-30
190528,22,2018-12-01
190528,22,2018-12-01
190815,22,2018-12-03
191253,22,2018-12-05
191708,22,2018-12-07
191709,22,2018-12-11
191920,22,2018-12-10
192376,22,2018-12-11
192378,22,2018-12-12
192922,22,2018-12-14
192922,22,2018-12-14
193158,22,2018-12-15
193158,22,2018-12-15
193398,22,2018-12-17
193621,22,2018-12-18
193621,22,2018-12-18
194033,22,2018-12-19
194129,22,2018-12-20
194129,22,2018-12-20
194381,22,2018-12-22
194381,22,2018-12-22
194471,22,2018-12-22
194535,22,2018-12-24
194535,22,2018-12-24
194623,22,2018-12-26
194623,22,2018-12-26
194627,22,2018-12-27
194627,22,2018-12-27
195045,22,2018-12-29
195191,22,2018-12-31
195192,22,2018-12-31
195675,22,2019-01-04
195730,22,2019-01-05
195730,22,2019-01-05
148689,24,2018-03-24
154360,24,2018-04-30
155147,24,2018-05-05
155374,24,2018-05-07
155762,24,2018-05-09
156205,24,2018-05-14
157022,24,2018-05-19
159408,24,2018-06-06
160791,24,2018-06-13
162397,24,2018-06-23
164112,24,2018-07-03
164112,24,2018-07-03
165106,24,2018-07-10
167174,24,2018-07-23
168378,24,2018-07-27
169426,24,2018-08-02
176068,24,2018-09-12
176068,24,2018-09-12
180489,24,2018-10-08
180489,24,2018-10-08
190739,24,2018-12-03
197998,24,2019-01-21
197998,24,2019-01-21
147235,25,2018-03-15
147597,25,2018-03-19
147601,25,2018-03-19
147974,25,2018-03-21
148593,25,2018-03-24
148686,25,2018-03-24
149681,25,2018-04-02
151855,25,2018-04-16
152133,25,2018-04-24
152963,25,2018-04-20
153025,25,2018-04-22
153416,25,2018-04-25
153812,25,2018-04-26
155175,25,2018-05-06
155289,25,2018-05-07
155948,25,2018-05-10
156143,25,2018-05-12
156787,25,2018-05-17
157013,25,2018-05-17
157422,25,2018-05-21
173149,25,2018-08-24
173781,25,2018-08-28
145357,26,2018-03-01
145577,26,2018-03-02
146401,26,2018-03-10
149332,26,2018-03-28
150685,26,2018-04-07
150828,26,2018-04-10
151332,26,2018-04-13
151988,26,2018-04-17
152278,26,2018-04-18
152891,26,2018-04-22
153825,26,2018-04-26
154702,26,2018-05-03
154941,26,2018-05-04
155784,26,2018-05-09
158593,26,2018-06-01
158895,26,2018-06-04
159750,26,2018-06-07
160260,26,2018-06-11
160783,26,2018-06-13
162490,26,2018-06-23
165103,26,2018-07-10
165874,26,2018-07-16
165874,26,2018-07-16
165874,26,2018-07-16
165874,26,2018-07-16
167034,26,2018-07-23
167034,26,2018-07-23
167898,26,2018-07-26
167898,26,2018-07-26
168537,26,2018-07-30
168537,26,2018-07-30
169142,26,2018-08-01
169142,26,2018-08-01
169658,26,2018-08-04
169658,26,2018-08-04
170661,26,2018-08-10
170661,26,2018-08-10
187774,26,2018-11-17
187785,26,2018-11-17
145478,27,2018-03-02
146071,27,2018-03-07
152165,27,2018-04-17
153831,27,2018-04-26
159546,27,2018-06-08
196044,27,2019-01-08
196044,27,2019-01-08
145567,32,2018-03-02
145907,32,2018-03-07
145942,32,2018-03-07
146116,32,2018-03-08
146422,32,2018-03-10
146494,32,2018-03-10
146613,32,2018-03-13
146617,32,2018-03-13
146778,32,2018-03-13
146900,32,2018-03-14
147266,32,2018-03-15
147555,32,2018-03-18
147604,32,2018-03-21
147824,32,2018-03-20
148342,32,2018-03-22
148451,32,2018-03-22
148815,32,2018-03-27
149318,32,2018-03-28
149562,32,2018-04-02
149907,32,2018-04-03
150279,32,2018-04-05
150376,32,2018-04-06
150816,32,2018-04-10
150826,32,2018-04-10
151261,32,2018-04-11
151563,32,2018-04-13
151893,32,2018-04-16
151901,32,2018-04-16
152031,32,2018-04-16
152266,32,2018-04-18
152304,32,2018-04-18
152487,32,2018-04-18
152741,32,2018-04-20
152976,32,2018-04-21
153028,32,2018-04-22
153412,32,2018-04-25
153496,32,2018-04-24
153840,32,2018-04-26
153895,32,2018-04-27
154191,32,2018-04-28
154446,32,2018-04-30
154517,32,2018-04-30
154903,32,2018-05-04
154939,32,2018-05-03
155177,32,2018-05-08
155191,32,2018-05-07
155594,32,2018-05-08
155600,32,2018-05-09
155647,32,2018-05-09
155934,32,2018-05-10
156142,32,2018-05-12
156211,32,2018-05-14
156402,32,2018-05-14
156608,32,2018-05-16
157089,32,2018-05-17
157229,32,2018-05-18
158133,32,2018-05-24
158299,32,2018-05-30
158435,32,2018-06-01
158437,32,2018-06-01
158731,32,2018-06-02
158799,32,2018-06-02
159165,32,2018-06-04
159653,32,2018-06-07
159873,32,2018-06-08
160125,32,2018-06-11
160163,32,2018-06-11
160279,32,2018-06-11
160617,32,2018-06-14
160671,32,2018-06-14
160747,32,2018-06-13
161033,32,2018-06-15
161454,32,2018-06-19
161845,32,2018-06-21
161845,32,2018-06-21
161985,32,2018-06-21
162475,32,2018-06-23
162498,32,2018-06-23
162498,32,2018-06-23
162498,32,2018-06-23
162688,32,2018-06-26
162936,32,2018-06-30
162961,32,2018-06-27
163230,32,2018-06-27
163465,32,2018-06-30
163760,32,2018-06-30
163760,32,2018-06-30
163760,32,2018-06-30
163760,32,2018-06-30
163791,32,2018-06-30
163966,32,2018-07-03
164167,32,2018-07-03
164289,32,2018-07-04
164674,32,2018-07-06
164898,32,2018-07-10
165271,32,2018-07-11
165505,32,2018-07-13
165620,32,2018-07-13
165788,32,2018-07-16
166119,32,2018-07-17
166119,32,2018-07-17
166159,32,2018-07-17
166159,32,2018-07-17
166585,32,2018-07-19
166585,32,2018-07-19
166908,32,2018-07-23
167195,32,2018-07-24
167373,32,2018-07-24
167373,32,2018-07-24
167600,32,2018-07-25
167628,32,2018-07-25
167628,32,2018-07-25
168064,32,2018-07-26
168268,32,2018-07-27
168268,32,2018-07-27
168421,32,2018-07-28
168421,32,2018-07-28
168422,32,2018-07-28
168422,32,2018-07-28
168532,32,2018-07-30
168532,32,2018-07-30
168536,32,2018-07-30
168536,32,2018-07-30
145474,34,2018-03-02
146068,34,2018-03-07
146129,34,2018-03-07
146910,34,2018-03-13
148153,34,2018-03-21
148665,34,2018-03-23
149826,34,2018-04-02
151626,34,2018-04-12
152530,34,2018-04-18
154509,34,2018-04-30
154692,34,2018-05-03
155208,34,2018-05-08
155597,34,2018-05-08
158438,34,2018-06-01
158699,34,2018-06-05
159023,34,2018-06-04
159408,34,2018-06-05
160288,34,2018-06-11
162207,34,2018-06-21
163041,34,2018-06-26
163637,34,2018-06-29
163637,34,2018-06-29
164288,34,2018-07-05
164288,34,2018-07-05
165349,34,2018-07-12
169881,34,2018-08-07
170676,34,2018-08-10
170940,34,2018-08-13
170940,34,2018-08-13
172872,34,2018-08-23
173348,34,2018-08-27
173348,34,2018-08-27
175217,34,2018-09-05
177183,34,2018-09-19
177825,34,2018-09-22
179320,34,2018-10-01
179320,34,2018-10-01
179498,34,2018-10-01
180035,34,2018-10-04
188390,34,2018-11-21
188390,34,2018-11-21
189862,34,2018-11-28
189862,34,2018-11-28
189862,34,2018-11-28
195423,34,2019-01-03
195423,34,2019-01-03
138315,36,2018-03-08
147609,39,2018-03-20
147610,39,2018-03-18
148904,39,2018-03-27
151856,39,2018-04-16
152030,39,2018-04-16
152298,39,2018-04-18
153167,39,2018-04-23
153424,39,2018-04-25
153425,39,2018-04-25
153901,39,2018-04-27
155266,39,2018-05-07
155780,39,2018-05-09
155967,39,2018-05-11
156208,39,2018-05-14
156400,39,2018-05-14
156797,39,2018-05-17
156938,39,2018-05-17
157015,39,2018-05-17
157506,39,2018-05-21
158400,39,2018-06-01
158728,39,2018-06-02
158794,39,2018-06-02
160166,39,2018-06-13
160549,39,2018-06-13
160789,39,2018-06-13
161256,39,2018-06-15
161973,39,2018-06-21
162470,39,2018-06-23
163240,39,2018-06-27
163493,39,2018-06-28
163630,39,2018-06-29
163945,39,2018-07-02
164190,39,2018-07-03
164263,39,2018-07-04
164263,39,2018-07-04
164412,39,2018-07-06
164412,39,2018-07-06
165265,39,2018-07-11
165508,39,2018-07-12
166664,39,2018-07-19
167726,39,2018-07-25
169421,39,2018-08-02
169735,39,2018-08-06
169735,39,2018-08-06
170251,39,2018-08-08
170251,39,2018-08-08
170316,39,2018-08-08
171392,39,2018-08-15
171392,39,2018-08-15
176385,39,2018-09-13
176654,39,2018-09-15
176654,39,2018-09-15
177315,39,2018-09-19
177532,39,2018-09-21
177819,39,2018-09-22
178113,39,2018-09-24
178975,39,2018-09-27
179383,39,2018-10-01
180508,39,2018-10-08
180508,39,2018-10-08
170528,42,2018-08-10
170528,42,2018-08-10
145757,43,2018-03-06
145929,43,2018-03-07
146111,43,2018-03-08
156006,43,2018-05-11
193112,43,2018-12-15
167595,45,2018-07-25
167595,45,2018-07-25
169784,45,2018-08-06
172405,45,2018-08-21
174314,45,2018-08-31
174314,45,2018-08-31
175140,45,2018-09-05
176113,45,2018-09-13
176113,45,2018-09-13
177070,45,2018-09-19
177945,45,2018-09-24
177945,45,2018-09-24
178616,45,2018-09-26
179999,45,2018-10-04
182130,45,2018-10-18
183945,45,2018-10-26
183945,45,2018-10-26
183945,45,2018-10-26
188543,45,2018-11-21
192874,45,2018-12-13
194229,45,2018-12-21
194735,45,2018-12-26
194735,45,2018-12-26
195327,45,2019-01-02
197815,45,2019-01-19
198719,45,2019-01-25
199198,45,2019-01-28
199823,45,2019-01-31
145383,46,2018-03-02
145780,46,2018-03-06
146276,46,2018-03-09
146624,46,2018-03-13
146715,46,2018-03-13
146821,46,2018-03-15
147291,46,2018-03-16
147818,46,2018-03-19
148437,46,2018-03-22
148688,46,2018-03-24
148898,46,2018-03-27
149909,46,2018-04-03
150173,46,2018-04-05
151869,46,2018-04-16
153034,46,2018-04-22
154478,46,2018-04-30
154701,46,2018-05-03
155162,46,2018-05-06
156291,46,2018-05-14
174009,46,2018-08-29
178111,46,2018-09-24
178126,46,2018-09-24
178729,46,2018-09-27
178729,46,2018-09-27
178818,46,2018-09-27
178818,46,2018-09-27
179783,46,2018-10-03
179783,46,2018-10-03
184095,46,2018-10-27
184095,46,2018-10-27
147884,49,2018-03-20
148045,49,2018-03-21
148292,49,2018-03-23
149602,49,2018-03-29
150045,49,2018-04-04
150717,49,2018-04-07
151163,49,2018-04-10
151618,49,2018-04-12
154147,49,2018-04-27
156593,49,2018-05-16
157574,49,2018-05-23
157613,49,2018-05-21
158241,49,2018-05-29
158459,49,2018-06-01
158510,49,2018-06-05
159134,49,2018-06-05
160521,49,2018-06-14
162284,49,2018-06-22
163804,49,2018-07-01
163804,49,2018-07-01
164376,49,2018-07-04
166063,49,2018-07-17
166063,49,2018-07-17
166063,49,2018-07-17
166063,49,2018-07-17
166499,49,2018-07-19
166499,49,2018-07-19
166499,49,2018-07-19
166499,49,2018-07-19
166874,49,2018-07-20
166874,49,2018-07-20
166874,49,2018-07-20
166874,49,2018-07-20
167082,49,2018-07-23
167468,49,2018-07-25
168480,49,2018-07-29
168824,49,2018-07-31
168824,49,2018-07-31
169087,49,2018-07-31
169443,49,2018-08-02
172717,49,2018-08-22
173214,49,2018-08-27
173214,49,2018-08-27
173214,49,2018-08-27
173214,49,2018-08-27
173523,49,2018-08-28
174033,49,2018-08-30
174033,49,2018-08-30
174033,49,2018-08-30
174033,49,2018-08-30
174765,49,2018-09-03
175768,49,2018-09-10
175960,49,2018-09-11
175960,49,2018-09-11
175960,49,2018-09-11
175960,49,2018-09-11
176165,49,2018-09-12
176644,49,2018-09-16
176644,49,2018-09-16
176868,49,2018-09-18
176868,49,2018-09-18
176868,49,2018-09-18
176868,49,2018-09-18
177328,49,2018-09-20
177328,49,2018-09-20
177328,49,2018-09-20
177328,49,2018-09-20
178134,49,2018-09-25
178134,49,2018-09-25
178134,49,2018-09-25
178134,49,2018-09-25
178658,49,2018-09-26
178658,49,2018-09-26
178658,49,2018-09-26
178658,49,2018-09-26
179280,49,2018-09-30
179280,49,2018-09-30
179280,49,2018-09-30
179280,49,2018-09-30
179707,49,2018-10-03
179707,49,2018-10-03
179707,49,2018-10-03
179707,49,2018-10-03
179901,49,2018-10-04
179901,49,2018-10-04
179901,49,2018-10-04
179901,49,2018-10-04
180380,49,2018-10-07
180380,49,2018-10-07
180380,49,2018-10-07
180380,49,2018-10-07
180846,49,2018-10-09
180846,49,2018-10-09
180846,49,2018-10-09
180846,49,2018-10-09
184428,49,2018-10-29
184428,49,2018-10-29
184428,49,2018-10-29
184428,49,2018-10-29
184689,49,2018-10-31
185186,49,2018-11-01
185485,49,2018-11-05
186321,49,2018-11-08
186321,49,2018-11-08
187469,49,2018-11-14
187469,49,2018-11-14
187469,49,2018-11-14
187469,49,2018-11-14
187510,49,2018-11-16
187510,49,2018-11-16
187793,49,2018-11-18
187793,49,2018-11-18
187793,49,2018-11-18
187793,49,2018-11-18
188094,49,2018-11-19
190230,49,2018-11-29
190230,49,2018-11-29
190557,49,2018-12-02
190557,49,2018-12-02
190557,49,2018-12-02
191031,49,2018-12-04
191031,49,2018-12-04
191031,49,2018-12-04
191031,49,2018-12-04
191261,49,2018-12-05
191261,49,2018-12-05
191261,49,2018-12-05
191261,49,2018-12-05
191508,49,2018-12-07
191702,49,2018-12-08
191702,49,2018-12-08
191702,49,2018-12-08
192408,49,2018-12-11
192408,49,2018-12-11
192408,49,2018-12-11
193101,49,2018-12-14
193101,49,2018-12-14
193101,49,2018-12-14
193193,49,2018-12-17
193501,49,2018-12-18
193772,49,2018-12-18
194242,49,2018-12-20
194393,49,2018-12-21
194562,49,2018-12-25
194748,49,2018-12-26
194933,49,2018-12-27
195198,49,2019-01-01
195509,49,2019-01-03
196082,49,2019-01-08
196282,49,2019-01-09
196464,49,2019-01-10
196655,49,2019-01-11
196708,49,2019-01-13
197148,49,2019-01-16
197856,49,2019-01-20
197856,49,2019-01-20
199250,49,2019-01-28
199509,49,2019-01-29
146459,52,2018-03-10
146943,52,2018-03-15
147348,52,2018-03-16
147564,52,2018-03-19
147886,52,2018-03-20
148296,52,2018-03-22
148965,52,2018-03-27
149184,52,2018-03-28
149595,52,2018-03-29
149606,52,2018-03-30
150044,52,2018-04-04
150431,52,2018-04-05
151166,52,2018-04-10
151419,52,2018-04-12
151846,52,2018-04-14
152534,52,2018-04-18
152793,52,2018-04-19
153305,52,2018-04-24
154253,52,2018-04-30
154751,52,2018-05-03
155991,52,2018-05-11
156383,52,2018-05-15
156815,52,2018-05-18
157050,52,2018-05-18
157582,52,2018-05-21
158003,52,2018-05-24
158686,52,2018-06-02
158761,52,2018-06-04
159365,52,2018-06-06
159810,52,2018-06-09
160340,52,2018-06-12
174734,52,2018-09-05
176147,52,2018-09-12
176586,52,2018-09-17
176851,52,2018-09-17
177049,52,2018-09-18
177049,52,2018-09-18
177285,52,2018-09-19
177711,52,2018-09-22
177804,52,2018-09-22
177805,52,2018-09-22
178094,52,2018-09-25
178622,52,2018-09-26
178943,52,2018-09-28
180275,52,2018-10-06
182078,52,2018-10-18
183305,52,2018-10-23
183986,52,2018-10-26
183986,52,2018-10-26
184351,52,2018-10-30
184351,52,2018-10-30
184672,52,2018-10-30
184672,52,2018-10-30
185096,52,2018-11-02
185096,52,2018-11-02
185459,52,2018-11-05
185459,52,2018-11-05
186275,52,2018-11-10
186275,52,2018-11-10
186541,52,2018-11-10
186541,52,2018-11-10
186871,52,2018-11-14
186871,52,2018-11-14
187159,52,2018-11-14
187159,52,2018-11-14
187375,52,2018-11-14
187375,52,2018-11-14
187934,52,2018-11-20
187934,52,2018-11-20
188435,52,2018-11-22
188435,52,2018-11-22
188793,52,2018-11-22
188793,52,2018-11-22
189279,52,2018-11-26
189416,52,2018-11-28
189416,52,2018-11-28
189647,52,2018-11-29
189647,52,2018-11-29
189926,52,2018-11-29
189926,52,2018-11-29
190425,52,2018-12-01
190425,52,2018-12-01
190549,52,2018-12-03
190549,52,2018-12-03
190706,52,2018-12-05
190706,52,2018-12-05
190706,52,2018-12-05
191638,52,2018-12-07
191638,52,2018-12-07
191754,52,2018-12-11
191754,52,2018-12-11
192199,52,2018-12-11
192199,52,2018-12-11
192906,52,2018-12-14
192906,52,2018-12-14
193069,52,2018-12-15
193069,52,2018-12-15
193250,52,2018-12-17
193250,52,2018-12-17
193650,52,2018-12-18
193650,52,2018-12-18
193866,52,2018-12-20
193866,52,2018-12-20
194184,52,2018-12-21
194184,52,2018-12-21
194450,52,2018-12-22
194450,52,2018-12-22
194552,52,2018-12-26
194686,52,2018-12-26
194686,52,2018-12-26
194893,52,2018-12-27
194893,52,2018-12-27
195066,52,2018-12-29
195066,52,2018-12-29
195876,52,2019-01-07
195876,52,2019-01-07
196224,52,2019-01-09
196224,52,2019-01-09
196863,52,2019-01-14
196863,52,2019-01-14
197043,52,2019-01-15
197043,52,2019-01-15
197822,52,2019-01-20
197822,52,2019-01-20
197852,52,2019-01-20
197852,52,2019-01-20
198217,52,2019-01-22
198217,52,2019-01-22
198456,52,2019-01-24
198456,52,2019-01-24
198673,52,2019-01-24
198673,52,2019-01-24
198971,52,2019-01-26
198976,52,2019-01-26
199195,52,2019-01-28
199195,52,2019-01-28
199460,52,2019-01-29
199460,52,2019-01-29
145412,53,2018-03-01
145959,53,2018-03-07
146298,53,2018-03-09
146306,53,2018-03-10
146455,53,2018-03-10
146689,53,2018-03-13
146949,53,2018-03-15
147337,53,2018-03-16
147560,53,2018-03-19
148052,53,2018-03-21
148482,53,2018-03-23
148556,53,2018-03-23
148989,53,2018-03-27
149507,53,2018-03-29
149585,53,2018-03-29
149642,53,2018-03-31
149880,53,2018-04-02
150260,53,2018-04-05
150432,53,2018-04-05
151744,53,2018-04-13
152702,53,2018-04-19
153170,53,2018-04-23
153318,53,2018-04-24
154271,53,2018-04-30
154582,53,2018-05-02
154762,53,2018-05-03
155112,53,2018-05-05
155487,53,2018-05-08
156369,53,2018-05-15
156820,53,2018-05-18
157290,53,2018-05-19
158006,53,2018-05-24
158432,53,2018-05-31
158667,53,2018-06-02
158768,53,2018-06-04
159132,53,2018-06-05
159367,53,2018-06-06
159617,53,2018-06-07
159795,53,2018-06-09
160511,53,2018-06-14
161041,53,2018-06-16
161093,53,2018-06-16
161577,53,2018-06-19
161577,53,2018-06-19
161795,53,2018-06-21
161795,53,2018-06-21
162763,53,2018-06-26
162763,53,2018-06-26
162763,53,2018-06-26
162763,53,2018-06-26
163262,53,2018-06-28
163264,53,2018-06-28
163535,53,2018-06-29
163883,53,2018-07-03
163883,53,2018-07-03
164175,53,2018-07-04
164180,53,2018-07-04
164369,53,2018-07-05
164555,53,2018-07-07
165050,53,2018-07-12
165300,53,2018-07-12
165710,53,2018-07-16
166018,53,2018-07-17
166472,53,2018-07-19
166846,53,2018-07-23
167152,53,2018-07-24
167395,53,2018-07-25
167746,53,2018-07-26
170325,53,2018-08-09
176600,53,2018-09-17
176849,53,2018-09-17
177279,53,2018-09-19
178970,53,2018-10-02
180085,53,2018-10-04
181302,53,2018-10-12
181830,53,2018-10-16
184118,53,2018-10-29
184118,53,2018-10-29
184335,53,2018-11-01
184335,53,2018-11-01
184347,53,2018-10-30
184347,53,2018-10-30
184663,53,2018-10-30
184663,53,2018-10-30
185089,53,2018-11-02
185089,53,2018-11-02
185451,53,2018-11-05
185451,53,2018-11-05
185705,53,2018-11-07
185705,53,2018-11-07
187945,53,2018-11-19
187945,53,2018-11-19
188187,53,2018-11-21
188187,53,2018-11-21
188722,53,2018-11-22
188722,53,2018-11-22
188722,53,2018-11-22
188722,53,2018-11-22
189130,53,2018-11-27
189130,53,2018-11-27
189133,53,2018-11-27
189133,53,2018-11-27
189281,53,2018-11-26
189281,53,2018-11-26
189432,53,2018-11-28
189432,53,2018-11-28
189911,53,2018-11-29
189911,53,2018-11-29
190363,53,2018-11-30
190363,53,2018-11-30
190433,53,2018-12-01
190433,53,2018-12-01
190696,53,2018-12-05
190696,53,2018-12-05
190696,53,2018-12-05
190935,53,2018-12-05
190935,53,2018-12-05
191304,53,2018-12-07
191304,53,2018-12-07
191765,53,2018-12-10
191765,53,2018-12-10
192065,53,2018-12-11
192065,53,2018-12-11
192068,53,2018-12-13
